midi_note,string,fret,position_in_tab,genre,artist,song,rating,synthetic
76,5,12,0,blues,Synthetic_blues,Generated_Riff_8,5.0,True
64,3,9,1,blues,Synthetic_blues,Generated_Riff_8,5.0,True
74,5,10,3,blues,Synthetic_blues,Generated_Riff_8,5.0,True
62,4,3,4,blues,Synthetic_blues,Generated_Riff_8,5.0,True
71,4,12,5,blues,Synthetic_blues,Generated_Riff_8,5.0,True
69,3,14,6,blues,Synthetic_blues,Generated_Riff_8,5.0,True
76,5,12,7,blues,Synthetic_blues,Generated_Riff_8,5.0,True
76,5,12,9,blues,Synthetic_blues,Generated_Riff_8,5.0,True
83,5,19,11,blues,Synthetic_blues,Generated_Riff_8,5.0,True
71,5,7,12,blues,Synthetic_blues,Generated_Riff_8,5.0,True
74,5,10,14,blues,Synthetic_blues,Generated_Riff_8,5.0,True
87,5,23,0,blues,Synthetic_blues,Generated_Riff_9,5.0,True
78,5,14,1,blues,Synthetic_blues,Generated_Riff_9,5.0,True
70,5,6,2,blues,Synthetic_blues,Generated_Riff_9,5.0,True
75,5,11,3,blues,Synthetic_blues,Generated_Riff_9,5.0,True
65,5,1,4,blues,Synthetic_blues,Generated_Riff_9,5.0,True
65,5,1,6,blues,Synthetic_blues,Generated_Riff_9,5.0,True
70,5,6,7,blues,Synthetic_blues,Generated_Riff_9,5.0,True
66,4,7,8,blues,Synthetic_blues,Generated_Riff_9,5.0,True
67,5,3,9,blues,Synthetic_blues,Generated_Riff_9,5.0,True
66,5,2,10,blues,Synthetic_blues,Generated_Riff_9,5.0,True
70,5,6,13,blues,Synthetic_blues,Generated_Riff_9,5.0,True
77,5,13,0,blues,Synthetic_blues,Generated_Riff_10,5.0,True
81,4,22,1,blues,Synthetic_blues,Generated_Riff_10,5.0,True
81,4,22,2,blues,Synthetic_blues,Generated_Riff_10,5.0,True
79,5,15,3,blues,Synthetic_blues,Generated_Riff_10,5.0,True
86,5,22,4,blues,Synthetic_blues,Generated_Riff_10,5.0,True
62,2,12,7,blues,Synthetic_blues,Generated_Riff_10,5.0,True
84,5,20,8,blues,Synthetic_blues,Generated_Riff_10,5.0,True
65,4,6,10,blues,Synthetic_blues,Generated_Riff_10,5.0,True
77,5,13,11,blues,Synthetic_blues,Generated_Riff_10,5.0,True
72,4,13,12,blues,Synthetic_blues,Generated_Riff_10,5.0,True
79,5,15,13,blues,Synthetic_blues,Generated_Riff_10,5.0,True
69,5,5,14,blues,Synthetic_blues,Generated_Riff_10,5.0,True
62,3,7,15,blues,Synthetic_blues,Generated_Riff_10,5.0,True
62,3,7,0,blues,Synthetic_blues,Generated_Riff_11,5.0,True
64,3,9,1,blues,Synthetic_blues,Generated_Riff_11,5.0,True
60,2,10,2,blues,Synthetic_blues,Generated_Riff_11,5.0,True
86,5,22,3,blues,Synthetic_blues,Generated_Riff_11,5.0,True
62,4,3,4,blues,Synthetic_blues,Generated_Riff_11,5.0,True
88,5,24,6,blues,Synthetic_blues,Generated_Riff_11,5.0,True
60,4,1,7,blues,Synthetic_blues,Generated_Riff_11,5.0,True
81,5,17,8,blues,Synthetic_blues,Generated_Riff_11,5.0,True
60,4,1,9,blues,Synthetic_blues,Generated_Riff_11,5.0,True
64,5,0,10,blues,Synthetic_blues,Generated_Riff_11,5.0,True
84,5,20,2,blues,Synthetic_blues,Generated_Riff_12,5.0,True
79,3,24,3,blues,Synthetic_blues,Generated_Riff_12,5.0,True
74,5,10,5,blues,Synthetic_blues,Generated_Riff_12,5.0,True
84,5,20,6,blues,Synthetic_blues,Generated_Riff_12,5.0,True
82,4,23,7,blues,Synthetic_blues,Generated_Riff_12,5.0,True
86,5,22,8,blues,Synthetic_blues,Generated_Riff_12,5.0,True
77,5,13,9,blues,Synthetic_blues,Generated_Riff_12,5.0,True
84,5,20,10,blues,Synthetic_blues,Generated_Riff_12,5.0,True
70,5,6,11,blues,Synthetic_blues,Generated_Riff_12,5.0,True
70,5,6,12,blues,Synthetic_blues,Generated_Riff_12,5.0,True
86,5,22,0,blues,Synthetic_blues,Generated_Riff_13,5.0,True
81,4,22,1,blues,Synthetic_blues,Generated_Riff_13,5.0,True
83,5,19,4,blues,Synthetic_blues,Generated_Riff_13,5.0,True
69,4,10,5,blues,Synthetic_blues,Generated_Riff_13,5.0,True
62,3,7,6,blues,Synthetic_blues,Generated_Riff_13,5.0,True
86,5,22,7,blues,Synthetic_blues,Generated_Riff_13,5.0,True
64,3,9,8,blues,Synthetic_blues,Generated_Riff_13,5.0,True
71,5,7,9,blues,Synthetic_blues,Generated_Riff_13,5.0,True
74,5,10,10,blues,Synthetic_blues,Generated_Riff_13,5.0,True
71,5,7,11,blues,Synthetic_blues,Generated_Riff_13,5.0,True
60,4,1,0,blues,Synthetic_blues,Generated_Riff_14,5.0,True
69,4,10,1,blues,Synthetic_blues,Generated_Riff_14,5.0,True
81,4,22,2,blues,Synthetic_blues,Generated_Riff_14,5.0,True
76,5,12,4,blues,Synthetic_blues,Generated_Riff_14,5.0,True
67,4,8,5,blues,Synthetic_blues,Generated_Riff_14,5.0,True
67,4,8,6,blues,Synthetic_blues,Generated_Riff_14,5.0,True
64,3,9,7,blues,Synthetic_blues,Generated_Riff_14,5.0,True
81,4,22,8,blues,Synthetic_blues,Generated_Riff_14,5.0,True
86,5,22,9,blues,Synthetic_blues,Generated_Riff_14,5.0,True
79,5,15,10,blues,Synthetic_blues,Generated_Riff_14,5.0,True
67,4,8,11,blues,Synthetic_blues,Generated_Riff_14,5.0,True
67,4,8,0,blues,Synthetic_blues,Generated_Riff_15,5.0,True
84,5,20,1,blues,Synthetic_blues,Generated_Riff_15,5.0,True
65,5,1,2,blues,Synthetic_blues,Generated_Riff_15,5.0,True
70,5,6,3,blues,Synthetic_blues,Generated_Riff_15,5.0,True
77,5,13,4,blues,Synthetic_blues,Generated_Riff_15,5.0,True
67,4,8,5,blues,Synthetic_blues,Generated_Riff_15,5.0,True
72,4,13,6,blues,Synthetic_blues,Generated_Riff_15,5.0,True
66,4,7,9,blues,Synthetic_blues,Generated_Riff_15,5.0,True
72,5,8,10,blues,Synthetic_blues,Generated_Riff_15,5.0,True
67,4,8,11,blues,Synthetic_blues,Generated_Riff_15,5.0,True
79,4,20,12,blues,Synthetic_blues,Generated_Riff_15,5.0,True
82,5,18,13,blues,Synthetic_blues,Generated_Riff_15,5.0,True
72,5,8,0,blues,Synthetic_blues,Generated_Riff_16,5.0,True
74,5,10,4,blues,Synthetic_blues,Generated_Riff_16,5.0,True
70,5,6,7,blues,Synthetic_blues,Generated_Riff_16,5.0,True
86,5,22,8,blues,Synthetic_blues,Generated_Riff_16,5.0,True
77,5,13,10,blues,Synthetic_blues,Generated_Riff_16,5.0,True
77,5,13,11,blues,Synthetic_blues,Generated_Riff_16,5.0,True
82,5,18,13,blues,Synthetic_blues,Generated_Riff_16,5.0,True
84,5,20,14,blues,Synthetic_blues,Generated_Riff_16,5.0,True
74,5,10,15,blues,Synthetic_blues,Generated_Riff_16,5.0,True
82,5,18,16,blues,Synthetic_blues,Generated_Riff_16,5.0,True
66,5,2,0,blues,Synthetic_blues,Generated_Riff_17,5.0,True
74,5,10,1,blues,Synthetic_blues,Generated_Riff_17,5.0,True
62,2,12,3,blues,Synthetic_blues,Generated_Riff_17,5.0,True
64,3,9,4,blues,Synthetic_blues,Generated_Riff_17,5.0,True
81,5,17,5,blues,Synthetic_blues,Generated_Riff_17,5.0,True
62,4,3,6,blues,Synthetic_blues,Generated_Riff_17,5.0,True
62,4,3,7,blues,Synthetic_blues,Generated_Riff_17,5.0,True
71,4,12,8,blues,Synthetic_blues,Generated_Riff_17,5.0,True
71,4,12,9,blues,Synthetic_blues,Generated_Riff_17,5.0,True
64,3,9,10,blues,Synthetic_blues,Generated_Riff_17,5.0,True
69,4,10,11,blues,Synthetic_blues,Generated_Riff_17,5.0,True
62,3,7,12,blues,Synthetic_blues,Generated_Riff_17,5.0,True
81,4,22,13,blues,Synthetic_blues,Generated_Riff_17,5.0,True
84,5,20,0,blues,Synthetic_blues,Generated_Riff_18,5.0,True
72,5,8,1,blues,Synthetic_blues,Generated_Riff_18,5.0,True
77,5,13,2,blues,Synthetic_blues,Generated_Riff_18,5.0,True
67,5,3,3,blues,Synthetic_blues,Generated_Riff_18,5.0,True
80,4,21,5,blues,Synthetic_blues,Generated_Riff_18,5.0,True
79,5,15,6,blues,Synthetic_blues,Generated_Riff_18,5.0,True
65,5,1,7,blues,Synthetic_blues,Generated_Riff_18,5.0,True
74,5,10,9,blues,Synthetic_blues,Generated_Riff_18,5.0,True
86,5,22,10,blues,Synthetic_blues,Generated_Riff_18,5.0,True
65,4,6,11,blues,Synthetic_blues,Generated_Riff_18,5.0,True
75,5,11,0,blues,Synthetic_blues,Generated_Riff_19,5.0,True
60,3,5,2,blues,Synthetic_blues,Generated_Riff_19,5.0,True
79,5,15,3,blues,Synthetic_blues,Generated_Riff_19,5.0,True
67,3,12,5,blues,Synthetic_blues,Generated_Riff_19,5.0,True
67,4,8,6,blues,Synthetic_blues,Generated_Riff_19,5.0,True
82,5,18,7,blues,Synthetic_blues,Generated_Riff_19,5.0,True
72,5,8,8,blues,Synthetic_blues,Generated_Riff_19,5.0,True
79,3,24,9,blues,Synthetic_blues,Generated_Riff_19,5.0,True
87,5,23,10,blues,Synthetic_blues,Generated_Riff_19,5.0,True
65,5,1,11,blues,Synthetic_blues,Generated_Riff_19,5.0,True
82,4,23,12,blues,Synthetic_blues,Generated_Riff_19,5.0,True
77,5,13,15,blues,Synthetic_blues,Generated_Riff_19,5.0,True
62,3,7,0,blues,Synthetic_blues,Generated_Riff_20,5.0,True
62,3,7,1,blues,Synthetic_blues,Generated_Riff_20,5.0,True
62,3,7,3,blues,Synthetic_blues,Generated_Riff_20,5.0,True
83,4,24,4,blues,Synthetic_blues,Generated_Riff_20,5.0,True
83,4,24,5,blues,Synthetic_blues,Generated_Riff_20,5.0,True
83,5,19,6,blues,Synthetic_blues,Generated_Riff_20,5.0,True
88,5,24,8,blues,Synthetic_blues,Generated_Riff_20,5.0,True
71,5,7,9,blues,Synthetic_blues,Generated_Riff_20,5.0,True
62,3,7,10,blues,Synthetic_blues,Generated_Riff_20,5.0,True
78,5,14,11,blues,Synthetic_blues,Generated_Riff_20,5.0,True
74,5,10,12,blues,Synthetic_blues,Generated_Riff_20,5.0,True
78,5,14,13,blues,Synthetic_blues,Generated_Riff_20,5.0,True
78,5,14,14,blues,Synthetic_blues,Generated_Riff_20,5.0,True
76,5,12,15,blues,Synthetic_blues,Generated_Riff_20,5.0,True
62,2,12,16,blues,Synthetic_blues,Generated_Riff_20,5.0,True
74,5,10,17,blues,Synthetic_blues,Generated_Riff_20,5.0,True
81,5,17,18,blues,Synthetic_blues,Generated_Riff_20,5.0,True
64,5,0,0,blues,Synthetic_blues,Generated_Riff_21,5.0,True
83,5,19,3,blues,Synthetic_blues,Generated_Riff_21,5.0,True
76,5,12,4,blues,Synthetic_blues,Generated_Riff_21,5.0,True
86,5,22,5,blues,Synthetic_blues,Generated_Riff_21,5.0,True
69,5,5,9,blues,Synthetic_blues,Generated_Riff_21,5.0,True
76,5,12,11,blues,Synthetic_blues,Generated_Riff_21,5.0,True
67,5,3,13,blues,Synthetic_blues,Generated_Riff_21,5.0,True
69,5,5,14,blues,Synthetic_blues,Generated_Riff_21,5.0,True
82,4,23,15,blues,Synthetic_blues,Generated_Riff_21,5.0,True
67,4,8,16,blues,Synthetic_blues,Generated_Riff_21,5.0,True
88,5,24,18,blues,Synthetic_blues,Generated_Riff_21,5.0,True
81,4,22,1,blues,Synthetic_blues,Generated_Riff_22,5.0,True
81,5,17,3,blues,Synthetic_blues,Generated_Riff_22,5.0,True
81,4,22,5,blues,Synthetic_blues,Generated_Riff_22,5.0,True
74,5,10,6,blues,Synthetic_blues,Generated_Riff_22,5.0,True
62,3,7,7,blues,Synthetic_blues,Generated_Riff_22,5.0,True
86,5,22,8,blues,Synthetic_blues,Generated_Riff_22,5.0,True
81,4,22,9,blues,Synthetic_blues,Generated_Riff_22,5.0,True
71,5,7,10,blues,Synthetic_blues,Generated_Riff_22,5.0,True
66,5,2,11,blues,Synthetic_blues,Generated_Riff_22,5.0,True
79,4,20,0,blues,Synthetic_blues,Generated_Riff_23,5.0,True
65,3,10,1,blues,Synthetic_blues,Generated_Riff_23,5.0,True
72,4,13,2,blues,Synthetic_blues,Generated_Riff_23,5.0,True
69,3,14,3,blues,Synthetic_blues,Generated_Riff_23,5.0,True
79,5,15,5,blues,Synthetic_blues,Generated_Riff_23,5.0,True
77,5,13,7,blues,Synthetic_blues,Generated_Riff_23,5.0,True
62,4,3,8,blues,Synthetic_blues,Generated_Riff_23,5.0,True
84,5,20,9,blues,Synthetic_blues,Generated_Riff_23,5.0,True
65,5,1,11,blues,Synthetic_blues,Generated_Riff_23,5.0,True
86,5,22,12,blues,Synthetic_blues,Generated_Riff_23,5.0,True
79,4,20,14,blues,Synthetic_blues,Generated_Riff_23,5.0,True
84,5,20,0,blues,Synthetic_blues,Generated_Riff_24,5.0,True
81,4,22,1,blues,Synthetic_blues,Generated_Riff_24,5.0,True
79,3,24,2,blues,Synthetic_blues,Generated_Riff_24,5.0,True
77,5,13,4,blues,Synthetic_blues,Generated_Riff_24,5.0,True
77,5,13,5,blues,Synthetic_blues,Generated_Riff_24,5.0,True
67,3,12,6,blues,Synthetic_blues,Generated_Riff_24,5.0,True
72,4,13,7,blues,Synthetic_blues,Generated_Riff_24,5.0,True
79,5,15,9,blues,Synthetic_blues,Generated_Riff_24,5.0,True
67,5,3,11,blues,Synthetic_blues,Generated_Riff_24,5.0,True
62,4,3,12,blues,Synthetic_blues,Generated_Riff_24,5.0,True
77,5,13,13,blues,Synthetic_blues,Generated_Riff_24,5.0,True
87,5,23,0,blues,Synthetic_blues,Generated_Riff_25,5.0,True
67,5,3,1,blues,Synthetic_blues,Generated_Riff_25,5.0,True
79,3,24,3,blues,Synthetic_blues,Generated_Riff_25,5.0,True
67,5,3,4,blues,Synthetic_blues,Generated_Riff_25,5.0,True
70,5,6,5,blues,Synthetic_blues,Generated_Riff_25,5.0,True
60,3,5,6,blues,Synthetic_blues,Generated_Riff_25,5.0,True
67,5,3,7,blues,Synthetic_blues,Generated_Riff_25,5.0,True
82,5,18,8,blues,Synthetic_blues,Generated_Riff_25,5.0,True
60,4,1,9,blues,Synthetic_blues,Generated_Riff_25,5.0,True
70,4,11,10,blues,Synthetic_blues,Generated_Riff_25,5.0,True
67,3,12,12,blues,Synthetic_blues,Generated_Riff_25,5.0,True
60,2,10,13,blues,Synthetic_blues,Generated_Riff_25,5.0,True
77,5,13,14,blues,Synthetic_blues,Generated_Riff_25,5.0,True
79,4,20,15,blues,Synthetic_blues,Generated_Riff_25,5.0,True
86,5,22,0,blues,Synthetic_blues,Generated_Riff_26,5.0,True
74,5,10,3,blues,Synthetic_blues,Generated_Riff_26,5.0,True
82,5,18,4,blues,Synthetic_blues,Generated_Riff_26,5.0,True
79,5,15,7,blues,Synthetic_blues,Generated_Riff_26,5.0,True
72,4,13,9,blues,Synthetic_blues,Generated_Riff_26,5.0,True
74,5,10,12,blues,Synthetic_blues,Generated_Riff_26,5.0,True
86,5,22,0,blues,Synthetic_blues,Generated_Riff_27,5.0,True
67,4,8,3,blues,Synthetic_blues,Generated_Riff_27,5.0,True
69,5,5,5,blues,Synthetic_blues,Generated_Riff_27,5.0,True
81,4,22,6,blues,Synthetic_blues,Generated_Riff_27,5.0,True
69,5,5,7,blues,Synthetic_blues,Generated_Riff_27,5.0,True
67,4,8,8,blues,Synthetic_blues,Generated_Riff_27,5.0,True
68,4,9,9,blues,Synthetic_blues,Generated_Riff_27,5.0,True
84,5,20,10,blues,Synthetic_blues,Generated_Riff_27,5.0,True
69,4,10,12,blues,Synthetic_blues,Generated_Riff_27,5.0,True
67,4,8,1,blues,Synthetic_blues,Generated_Riff_28,5.0,True
86,5,22,2,blues,Synthetic_blues,Generated_Riff_28,5.0,True
76,5,12,3,blues,Synthetic_blues,Generated_Riff_28,5.0,True
81,5,17,5,blues,Synthetic_blues,Generated_Riff_28,5.0,True
69,4,10,6,blues,Synthetic_blues,Generated_Riff_28,5.0,True
69,3,14,7,blues,Synthetic_blues,Generated_Riff_28,5.0,True
71,5,7,9,blues,Synthetic_blues,Generated_Riff_28,5.0,True
81,5,17,11,blues,Synthetic_blues,Generated_Riff_28,5.0,True
67,5,3,13,blues,Synthetic_blues,Generated_Riff_28,5.0,True
79,5,15,14,blues,Synthetic_blues,Generated_Riff_28,5.0,True
84,5,20,0,blues,Synthetic_blues,Generated_Riff_29,5.0,True
68,4,9,1,blues,Synthetic_blues,Generated_Riff_29,5.0,True
74,5,10,2,blues,Synthetic_blues,Generated_Riff_29,5.0,True
74,5,10,3,blues,Synthetic_blues,Generated_Riff_29,5.0,True
72,5,8,4,blues,Synthetic_blues,Generated_Riff_29,5.0,True
72,5,8,5,blues,Synthetic_blues,Generated_Riff_29,5.0,True
72,5,8,6,blues,Synthetic_blues,Generated_Riff_29,5.0,True
67,5,3,7,blues,Synthetic_blues,Generated_Riff_29,5.0,True
86,5,22,8,blues,Synthetic_blues,Generated_Riff_29,5.0,True
81,5,17,10,blues,Synthetic_blues,Generated_Riff_29,5.0,True
69,5,5,0,blues,Synthetic_blues,Generated_Riff_30,5.0,True
72,5,8,1,blues,Synthetic_blues,Generated_Riff_30,5.0,True
72,5,8,2,blues,Synthetic_blues,Generated_Riff_30,5.0,True
74,5,10,3,blues,Synthetic_blues,Generated_Riff_30,5.0,True
88,5,24,4,blues,Synthetic_blues,Generated_Riff_30,5.0,True
60,3,5,5,blues,Synthetic_blues,Generated_Riff_30,5.0,True
62,3,7,6,blues,Synthetic_blues,Generated_Riff_30,5.0,True
67,5,3,7,blues,Synthetic_blues,Generated_Riff_30,5.0,True
79,5,15,11,blues,Synthetic_blues,Generated_Riff_30,5.0,True
67,5,3,12,blues,Synthetic_blues,Generated_Riff_30,5.0,True
79,4,20,13,blues,Synthetic_blues,Generated_Riff_30,5.0,True
76,5,12,14,blues,Synthetic_blues,Generated_Riff_30,5.0,True
88,5,24,15,blues,Synthetic_blues,Generated_Riff_30,5.0,True
79,5,15,1,blues,Synthetic_blues,Generated_Riff_31,5.0,True
67,4,8,2,blues,Synthetic_blues,Generated_Riff_31,5.0,True
84,5,20,4,blues,Synthetic_blues,Generated_Riff_31,5.0,True
74,5,10,8,blues,Synthetic_blues,Generated_Riff_31,5.0,True
70,4,11,10,blues,Synthetic_blues,Generated_Riff_31,5.0,True
86,5,22,11,blues,Synthetic_blues,Generated_Riff_31,5.0,True
70,5,6,4,blues,Synthetic_blues,Generated_Riff_32,5.0,True
67,4,8,6,blues,Synthetic_blues,Generated_Riff_32,5.0,True
86,5,22,10,blues,Synthetic_blues,Generated_Riff_32,5.0,True
86,5,22,13,blues,Synthetic_blues,Generated_Riff_32,5.0,True
67,5,3,1,blues,Synthetic_blues,Generated_Riff_33,5.0,True
74,5,10,2,blues,Synthetic_blues,Generated_Riff_33,5.0,True
74,5,10,4,blues,Synthetic_blues,Generated_Riff_33,5.0,True
81,4,22,6,blues,Synthetic_blues,Generated_Riff_33,5.0,True
70,5,6,7,blues,Synthetic_blues,Generated_Riff_33,5.0,True
88,5,24,8,blues,Synthetic_blues,Generated_Riff_33,5.0,True
81,4,22,9,blues,Synthetic_blues,Generated_Riff_33,5.0,True
81,4,22,10,blues,Synthetic_blues,Generated_Riff_33,5.0,True
82,5,18,11,blues,Synthetic_blues,Generated_Riff_33,5.0,True
88,5,24,12,blues,Synthetic_blues,Generated_Riff_33,5.0,True
