2025-04-08 18:46:58,568 - __main__ - INFO - Starting batch processing from F:\newrepos\olitunes\guitarset_training_data to F:\newrepos\olitunes\processed_guitarset_data
2025-04-08 18:50:47,244 - __main__ - INFO - Starting batch processing from F:/newrepos/olitunes/backend/data/guitarset_training_data to F:/newrepos/olitunes/processed_guitarset_data
2025-04-08 18:50:47,244 - __main__ - INFO - Processing complete!
2025-04-08 18:50:47,246 - __main__ - INFO - Processed 0/0 batches
2025-04-08 18:50:47,246 - __main__ - INFO - Total examples: 0
2025-04-08 18:50:47,246 - __main__ - INFO - Original size: 0.00 GB
2025-04-08 18:50:47,246 - __main__ - INFO - Compressed size: 0.00 GB
2025-04-08 18:50:47,247 - __main__ - INFO - Compression ratio: 0.00x
2025-04-08 18:50:47,257 - __main__ - INFO - Space saved: 0.00 GB
2025-04-08 18:51:36,563 - __main__ - INFO - Starting batch processing from F:/newrepos/olitunes/backend/data/guitarset_training_data to F:/newrepos/olitunes/processed_guitarset_data
2025-04-08 18:51:36,686 - __main__ - INFO - Processing batch chunk 1/115 (10 batches)
2025-04-08 18:53:54,118 - __mp_main__ - WARNING - Failed to load data from batch_123, skipping
2025-04-08 18:53:54,120 - __mp_main__ - WARNING - Failed to load data from batch_124, skipping
2025-04-08 18:53:54,125 - __mp_main__ - WARNING - Failed to load data from batch_125, skipping
2025-04-08 18:53:54,130 - __mp_main__ - WARNING - Failed to load data from batch_126, skipping
2025-04-08 18:53:54,133 - __mp_main__ - WARNING - Failed to load data from batch_127, skipping
2025-04-08 18:53:54,136 - __mp_main__ - WARNING - Failed to load data from batch_128, skipping
2025-04-08 18:53:54,141 - __mp_main__ - WARNING - Failed to load data from batch_129, skipping
2025-04-08 18:53:55,787 - __main__ - INFO - Processing batch chunk 14/115 (10 batches)
2025-04-08 18:54:05,788 - __mp_main__ - WARNING - Failed to load data from batch_130, skipping
2025-04-08 18:54:05,792 - __mp_main__ - WARNING - Failed to load data from batch_131, skipping
2025-04-08 18:54:05,794 - __mp_main__ - WARNING - Failed to load data from batch_132, skipping
2025-04-08 18:54:05,798 - __mp_main__ - WARNING - Failed to load data from batch_133, skipping
2025-04-08 18:54:05,801 - __mp_main__ - WARNING - Failed to load data from batch_134, skipping
2025-04-08 18:54:05,803 - __mp_main__ - WARNING - Failed to load data from batch_135, skipping
2025-04-08 18:54:05,805 - __mp_main__ - WARNING - Failed to load data from batch_136, skipping
2025-04-08 18:54:05,810 - __mp_main__ - WARNING - Failed to load data from batch_137, skipping
2025-04-08 18:54:05,813 - __mp_main__ - WARNING - Failed to load data from batch_138, skipping
2025-04-08 18:54:05,816 - __mp_main__ - WARNING - Failed to load data from batch_139, skipping
2025-04-08 18:54:07,496 - __main__ - INFO - Processing batch chunk 15/115 (10 batches)
2025-04-08 18:54:17,329 - __mp_main__ - WARNING - Failed to load data from batch_140, skipping
2025-04-08 18:54:17,332 - __mp_main__ - WARNING - Failed to load data from batch_141, skipping
2025-04-08 18:54:17,337 - __mp_main__ - WARNING - Failed to load data from batch_142, skipping
2025-04-08 18:54:17,340 - __mp_main__ - WARNING - Failed to load data from batch_143, skipping
2025-04-08 18:54:17,343 - __mp_main__ - WARNING - Failed to load data from batch_144, skipping
2025-04-08 18:54:17,345 - __mp_main__ - WARNING - Failed to load data from batch_145, skipping
2025-04-08 18:54:17,350 - __mp_main__ - WARNING - Failed to load data from batch_146, skipping
2025-04-08 18:54:17,353 - __mp_main__ - WARNING - Failed to load data from batch_147, skipping
2025-04-08 18:54:17,356 - __mp_main__ - WARNING - Failed to load data from batch_148, skipping
2025-04-08 18:54:17,360 - __mp_main__ - WARNING - Failed to load data from batch_149, skipping
2025-04-08 18:54:19,028 - __main__ - INFO - Processing batch chunk 16/115 (10 batches)
2025-04-08 18:54:28,779 - __mp_main__ - WARNING - Failed to load data from batch_150, skipping
2025-04-08 18:54:28,782 - __mp_main__ - WARNING - Failed to load data from batch_151, skipping
2025-04-08 18:54:28,787 - __mp_main__ - WARNING - Failed to load data from batch_153, skipping
2025-04-08 18:54:28,789 - __mp_main__ - WARNING - Failed to load data from batch_152, skipping
2025-04-08 18:54:28,790 - __mp_main__ - WARNING - Failed to load data from batch_154, skipping
2025-04-08 18:54:28,792 - __mp_main__ - WARNING - Failed to load data from batch_155, skipping
2025-04-08 18:54:28,793 - __mp_main__ - WARNING - Failed to load data from batch_156, skipping
2025-04-08 18:54:28,794 - __mp_main__ - WARNING - Failed to load data from batch_157, skipping
2025-04-08 18:54:28,797 - __mp_main__ - WARNING - Failed to load data from batch_158, skipping
2025-04-08 18:54:28,798 - __mp_main__ - WARNING - Failed to load data from batch_159, skipping
2025-04-08 18:54:30,398 - __main__ - INFO - Processing batch chunk 17/115 (10 batches)
2025-04-08 18:54:40,101 - __mp_main__ - WARNING - Failed to load data from batch_160, skipping
2025-04-08 18:54:40,104 - __mp_main__ - WARNING - Failed to load data from batch_161, skipping
2025-04-08 18:54:40,107 - __mp_main__ - WARNING - Failed to load data from batch_162, skipping
2025-04-08 18:54:40,111 - __mp_main__ - WARNING - Failed to load data from batch_163, skipping
2025-04-08 18:54:40,114 - __mp_main__ - WARNING - Failed to load data from batch_164, skipping
2025-04-08 18:54:40,117 - __mp_main__ - WARNING - Failed to load data from batch_165, skipping
2025-04-08 18:54:40,120 - __mp_main__ - WARNING - Failed to load data from batch_166, skipping
2025-04-08 18:54:40,124 - __mp_main__ - WARNING - Failed to load data from batch_167, skipping
2025-04-08 18:54:40,126 - __mp_main__ - WARNING - Failed to load data from batch_168, skipping
2025-04-08 18:54:40,129 - __mp_main__ - WARNING - Failed to load data from batch_169, skipping
2025-04-08 18:54:41,755 - __main__ - INFO - Processing batch chunk 18/115 (10 batches)
2025-04-08 18:54:51,509 - __mp_main__ - WARNING - Failed to load data from batch_170, skipping
2025-04-08 18:54:51,511 - __mp_main__ - WARNING - Failed to load data from batch_171, skipping
2025-04-08 18:54:51,513 - __mp_main__ - WARNING - Failed to load data from batch_172, skipping
2025-04-08 18:54:51,518 - __mp_main__ - WARNING - Failed to load data from batch_173, skipping
2025-04-08 18:54:51,522 - __mp_main__ - WARNING - Failed to load data from batch_174, skipping
2025-04-08 18:54:51,525 - __mp_main__ - WARNING - Failed to load data from batch_175, skipping
2025-04-08 18:54:51,528 - __mp_main__ - WARNING - Failed to load data from batch_176, skipping
2025-04-08 18:54:51,532 - __mp_main__ - WARNING - Failed to load data from batch_177, skipping
2025-04-08 18:54:51,535 - __mp_main__ - WARNING - Failed to load data from batch_178, skipping
2025-04-08 18:54:51,538 - __mp_main__ - WARNING - Failed to load data from batch_179, skipping
2025-04-08 18:54:53,129 - __main__ - INFO - Processing batch chunk 19/115 (10 batches)
2025-04-08 18:55:02,682 - __mp_main__ - WARNING - Failed to load data from batch_180, skipping
2025-04-08 18:55:02,685 - __mp_main__ - WARNING - Failed to load data from batch_181, skipping
2025-04-08 18:55:02,690 - __mp_main__ - WARNING - Failed to load data from batch_182, skipping
2025-04-08 18:55:02,693 - __mp_main__ - WARNING - Failed to load data from batch_183, skipping
2025-04-08 18:55:02,695 - __mp_main__ - WARNING - Failed to load data from batch_184, skipping
2025-04-08 18:55:02,697 - __mp_main__ - WARNING - Failed to load data from batch_185, skipping
2025-04-08 18:55:02,697 - __mp_main__ - WARNING - Failed to load data from batch_186, skipping
2025-04-08 18:55:02,699 - __mp_main__ - WARNING - Failed to load data from batch_187, skipping
2025-04-08 18:55:02,701 - __mp_main__ - WARNING - Failed to load data from batch_188, skipping
2025-04-08 18:55:02,704 - __mp_main__ - WARNING - Failed to load data from batch_189, skipping
2025-04-08 18:55:04,337 - __main__ - INFO - Processing batch chunk 20/115 (10 batches)
2025-04-08 18:55:13,968 - __mp_main__ - WARNING - Failed to load data from batch_190, skipping
2025-04-08 18:55:13,972 - __mp_main__ - WARNING - Failed to load data from batch_191, skipping
2025-04-08 18:55:13,974 - __mp_main__ - WARNING - Failed to load data from batch_192, skipping
2025-04-08 18:55:13,977 - __mp_main__ - WARNING - Failed to load data from batch_193, skipping
2025-04-08 18:55:13,979 - __mp_main__ - WARNING - Failed to load data from batch_194, skipping
2025-04-08 18:55:13,980 - __mp_main__ - WARNING - Failed to load data from batch_195, skipping
2025-04-08 18:55:13,982 - __mp_main__ - WARNING - Failed to load data from batch_196, skipping
2025-04-08 18:55:13,983 - __mp_main__ - WARNING - Failed to load data from batch_197, skipping
2025-04-08 18:55:13,985 - __mp_main__ - WARNING - Failed to load data from batch_198, skipping
2025-04-08 18:55:13,985 - __mp_main__ - WARNING - Failed to load data from batch_199, skipping
2025-04-08 18:55:15,574 - __main__ - INFO - Processing batch chunk 21/115 (10 batches)
2025-04-08 18:55:25,199 - __mp_main__ - WARNING - Failed to load data from batch_200, skipping
2025-04-08 18:55:25,202 - __mp_main__ - WARNING - Failed to load data from batch_201, skipping
2025-04-08 18:55:25,206 - __mp_main__ - WARNING - Failed to load data from batch_202, skipping
2025-04-08 18:55:25,209 - __mp_main__ - WARNING - Failed to load data from batch_203, skipping
2025-04-08 18:55:25,211 - __mp_main__ - WARNING - Failed to load data from batch_204, skipping
2025-04-08 18:55:25,215 - __mp_main__ - WARNING - Failed to load data from batch_205, skipping
2025-04-08 18:55:25,218 - __mp_main__ - WARNING - Failed to load data from batch_206, skipping
2025-04-08 18:55:25,220 - __mp_main__ - WARNING - Failed to load data from batch_207, skipping
2025-04-08 18:55:25,224 - __mp_main__ - WARNING - Failed to load data from batch_208, skipping
2025-04-08 18:55:25,227 - __mp_main__ - WARNING - Failed to load data from batch_209, skipping
2025-04-08 18:55:26,754 - __main__ - INFO - Processing batch chunk 22/115 (10 batches)
2025-04-08 18:55:36,485 - __mp_main__ - WARNING - Failed to load data from batch_210, skipping
2025-04-08 18:55:36,487 - __mp_main__ - WARNING - Failed to load data from batch_211, skipping
2025-04-08 18:55:36,491 - __mp_main__ - WARNING - Failed to load data from batch_212, skipping
2025-04-08 18:55:36,494 - __mp_main__ - WARNING - Failed to load data from batch_213, skipping
2025-04-08 18:55:36,496 - __mp_main__ - WARNING - Failed to load data from batch_214, skipping
2025-04-08 18:55:36,498 - __mp_main__ - WARNING - Failed to load data from batch_215, skipping
2025-04-08 18:55:36,502 - __mp_main__ - WARNING - Failed to load data from batch_216, skipping
2025-04-08 18:55:36,506 - __mp_main__ - WARNING - Failed to load data from batch_217, skipping
2025-04-08 18:55:36,508 - __mp_main__ - WARNING - Failed to load data from batch_218, skipping
2025-04-08 18:55:36,512 - __mp_main__ - WARNING - Failed to load data from batch_219, skipping
2025-04-08 18:55:38,098 - __main__ - INFO - Processing batch chunk 23/115 (10 batches)
2025-04-08 18:55:47,440 - __mp_main__ - WARNING - Failed to load data from batch_220, skipping
2025-04-08 18:55:47,443 - __mp_main__ - WARNING - Failed to load data from batch_221, skipping
2025-04-08 18:55:47,445 - __mp_main__ - WARNING - Failed to load data from batch_222, skipping
2025-04-08 18:55:47,449 - __mp_main__ - WARNING - Failed to load data from batch_223, skipping
2025-04-08 18:55:47,451 - __mp_main__ - WARNING - Failed to load data from batch_224, skipping
2025-04-08 18:55:47,453 - __mp_main__ - WARNING - Failed to load data from batch_225, skipping
2025-04-08 18:55:47,458 - __mp_main__ - WARNING - Failed to load data from batch_226, skipping
2025-04-08 18:55:47,461 - __mp_main__ - WARNING - Failed to load data from batch_227, skipping
2025-04-08 18:55:47,464 - __mp_main__ - WARNING - Failed to load data from batch_228, skipping
2025-04-08 18:55:47,467 - __mp_main__ - WARNING - Failed to load data from batch_229, skipping
2025-04-08 18:55:49,203 - __main__ - INFO - Processing batch chunk 24/115 (10 batches)
2025-04-08 18:55:58,652 - __mp_main__ - WARNING - Failed to load data from batch_230, skipping
2025-04-08 18:55:58,656 - __mp_main__ - WARNING - Failed to load data from batch_231, skipping
2025-04-08 18:55:58,658 - __mp_main__ - WARNING - Failed to load data from batch_232, skipping
2025-04-08 18:55:58,661 - __mp_main__ - WARNING - Failed to load data from batch_233, skipping
2025-04-08 18:55:58,665 - __mp_main__ - WARNING - Failed to load data from batch_234, skipping
2025-04-08 18:55:58,666 - __mp_main__ - WARNING - Failed to load data from batch_235, skipping
2025-04-08 18:55:58,669 - __mp_main__ - WARNING - Failed to load data from batch_236, skipping
2025-04-08 18:55:58,672 - __mp_main__ - WARNING - Failed to load data from batch_237, skipping
2025-04-08 18:55:58,674 - __mp_main__ - WARNING - Failed to load data from batch_238, skipping
2025-04-08 18:55:58,678 - __mp_main__ - WARNING - Failed to load data from batch_239, skipping
2025-04-08 18:56:00,376 - __main__ - INFO - Processing batch chunk 25/115 (10 batches)
2025-04-08 18:56:09,811 - __mp_main__ - WARNING - Failed to load data from batch_240, skipping
2025-04-08 18:56:09,814 - __mp_main__ - WARNING - Failed to load data from batch_241, skipping
2025-04-08 18:56:09,819 - __mp_main__ - WARNING - Failed to load data from batch_242, skipping
2025-04-08 18:56:09,822 - __mp_main__ - WARNING - Failed to load data from batch_243, skipping
2025-04-08 18:56:09,826 - __mp_main__ - WARNING - Failed to load data from batch_244, skipping
2025-04-08 18:56:09,829 - __mp_main__ - WARNING - Failed to load data from batch_245, skipping
2025-04-08 18:56:09,832 - __mp_main__ - WARNING - Failed to load data from batch_246, skipping
2025-04-08 18:56:09,837 - __mp_main__ - WARNING - Failed to load data from batch_247, skipping
2025-04-08 18:56:09,840 - __mp_main__ - WARNING - Failed to load data from batch_248, skipping
2025-04-08 18:56:09,842 - __mp_main__ - WARNING - Failed to load data from batch_249, skipping
2025-04-08 18:56:11,518 - __main__ - INFO - Processing batch chunk 26/115 (10 batches)
2025-04-08 18:56:21,024 - __mp_main__ - WARNING - Failed to load data from batch_250, skipping
2025-04-08 18:56:21,028 - __mp_main__ - WARNING - Failed to load data from batch_251, skipping
2025-04-08 18:56:21,031 - __mp_main__ - WARNING - Failed to load data from batch_252, skipping
2025-04-08 18:56:21,031 - __mp_main__ - WARNING - Failed to load data from batch_253, skipping
2025-04-08 18:56:21,034 - __mp_main__ - WARNING - Failed to load data from batch_254, skipping
2025-04-08 18:56:21,034 - __mp_main__ - WARNING - Failed to load data from batch_255, skipping
2025-04-08 18:56:21,035 - __mp_main__ - WARNING - Failed to load data from batch_256, skipping
2025-04-08 18:56:21,037 - __mp_main__ - WARNING - Failed to load data from batch_257, skipping
2025-04-08 18:56:21,037 - __mp_main__ - WARNING - Failed to load data from batch_258, skipping
2025-04-08 18:56:21,040 - __mp_main__ - WARNING - Failed to load data from batch_259, skipping
2025-04-08 18:56:22,640 - __main__ - INFO - Processing batch chunk 27/115 (10 batches)
2025-04-08 18:56:32,096 - __mp_main__ - WARNING - Failed to load data from batch_260, skipping
